the_geom,male_65_69,the_geom_webmercator,shared_puma,future_fp_mhhi,current_fp_mhhi,cd_tot_resunits,future_fp_resunits,future_fp_bldg,current_fp_resunits,cd_tot_bldgs,current_fp_bldg,moe_under18_rate_nyc,moe_under18_rate_boro,total_lot_area,lot_area_other_no_data,lot_area_parking,lot_area_open_space,lot_area_public_facility_institution,lot_area_transportation_utility,lot_area_industrial_manufacturing,lot_area_commercial_office,lot_area_mixed_use,lot_area_res_multifamily_elevator,lot_area_res_multifamily_walkup,lot_area_res_1_2_family_bldg,lots_total,lots_other_no_data,lots_vacant,lots_parking,lots_open_space,lots_public_facility_institution,lots_transportation_utility,lots_industrial_manufacturing,lots_commercial_office,lots_mixed_use,lots_res_multifamily_elevator,lots_res_multifamily_walkup,lots_res_1_2_family_bldg,pct_served_parks,count_public_schools,count_libraries,count_hosp_clinic,count_parks,crime_count_nyc,crime_count_boro,crime_count,pct_clean_strts_nyc,pop_acs,pop_2010,pop_2000,puma,borocd,future_fp_pop,current_fp_pop,lot_area_vacant,cb_email,cb_website,acs_tooltip,neighborhoods,son_issue_3,son_issue_2,son_issue_1,cd_son_fy2018,shared_puma_cd,cd_short_title,cd_full_title,future_fp_cost_burden,current_fp_cost_burden,future_fp_rent_burden,current_fp_rent_burden,future_fp_permortg,current_fp_permortg,future_fp_ownerocc,current_fp_ownerocc,future_fp_openspace,current_fp_openspace,future_fp_area,current_fp_area,pct_hispanic,pct_other_nh,pct_asian_nh,pct_black_nh,pct_white_nh,female_85_over,male_85_over,female_80_84,male_80_84,female_75_79,male_75_79,female_70_74,male_70_74,female_65_69,cartodb_id,female_60_64,male_60_64,female_55_59,male_55_59,female_50_54,male_50_54,female_45_49,male_45_49,female_40_44,male_40_44,female_35_39,male_35_39,female_30_34,male_30_34,female_25_29,male_25_29,female_20_24,male_20_24,female_15_19,male_15_19,female_10_14,male_10_14,female_5_9,male_5_9,female_under_5,male_under_5,moe_over65_rate_nyc,over65_rate_nyc,moe_over65_rate_boro,over65_rate_boro,moe_over65_rate,over65_rate,under18_rate_nyc,under18_rate_boro,moe_under18_rate,under18_rate,moe_lep_rate_nyc,lep_rate_nyc,moe_lep_rate_boro,lep_rate_boro,moe_lep_rate,lep_rate,moe_foreign_born,pct_foreign_born,pct_lot_area_other_no_data,pct_lot_area_vacant,pct_lot_area_parking,pct_lot_area_open_space,pct_lot_area_public_facility_institution,pct_lot_area_transportation_utility,pct_lot_area_industrial_manufacturing,pct_lot_area_commercial_office,pct_lot_area_mixed_use,pct_lot_area_res_multifamily_elevator,pct_lot_area_res_multifamily_walkup,pct_lot_area_res_1_2_family_bldg,crime_per_1000_nyc,crime_per_1000_boro,crime_per_1000,pct_clean_strts_boro,pct_clean_strts,moe_hh_rent_burd_nyc,pct_hh_rent_burd_nyc,moe_hh_rent_burd_boro,pct_hh_rent_burd_boro,moe_hh_rent_burd,pct_hh_rent_burd,moe_mean_commute_nyc,mean_commute_nyc,moe_mean_commute_boro,mean_commute_boro,moe_mean_commute,mean_commute,moe_unemnployment,unemployment_nyc,moe_unemployment_boro,unemployment_boro,moe_unemployment_cd,unemployment_cd,moe_bach_deg_nyc,pct_bach_deg_nyc,moe_bach_deg_boro,pct_bach_deg_boro,moe_bach_deg,pct_bach_deg,poverty_rate_nyc,poverty_rate_boro,moe_poverty_rate,poverty_rate,pop_change_00_10,area_sqmi,acres
,2.7,,FALSE,52784,59019,64260,28795,12704,12903,30643,6436,0,,90264881,457788,833780,2357621,7377233,2212030,345617,5166114,3613901,8965102,7282992,45640426,23406,87,677,194,54,245,53,35,712,1150,285,2161,17753,75,36,6,18,9,96515,28276,1255,96,150931,159650,160319,4016,315,78708,36291,6012277,bklcb15@verizon.net,www.nyc.gov/html/bkncb15,"American Community Survey 2012-2016 5-Year Estimates for PUMA 4016, which is an approximation of Brooklyn CD 15","Gerritsen Beach, Gravesend, Homecrest, Kings Highway, Manhattan Beach, Plumb Beach, Sheepshead Bay",Trash removal & cleanliness,Transit (buses & subways),Traffic,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk15_statement_2018.pdf,,Brooklyn CD 15,Brooklyn Community District 15,0.3138,0.3374,0.4522,0.5202,0.492,0.541,0.5101,0.5307,0.063,0.058,2.01907757,1.326456602,9.1,2,15.9,3.8,69.1,1.9,1.1,1.1,0.8,1.5,1.4,2,1.7,3,39,3.4,3.2,3.8,3.2,3.4,3.1,3.3,3.1,3.1,3,3.3,3.1,3.4,3.3,3.7,3.2,2.8,3.2,2.6,2.8,2.8,2.9,3.1,2.8,3.4,3.7,0.1,13,0.1,12.2,0.6,17.2,21.2,23.3,0.8,22.1,0.1,23,0.2,23.1,0.9,32.7,1.1,47.8,0.005071607,0.066607045,0.009237036,0.026118918,0.081728718,0.024505987,0.00382892,0.057232823,0.040036623,0.099319934,0.080684668,0.50562772,11.8,11.2,7.90535,93.4,97.5,0.2,44.6,0.3,45.7,2.1,47.1,0.1,40.3,0.2,42,0.6,44,0.1,5.5,0.1,5.7,0.4,4.9,0.2,36.2,0.2,34.1,1,39.9,20.3,21.6,1,19.4,0,4.7,3022.2
,1.5,,FALSE,,,35342,0,0,0,8567,0,0,,34863641,295474,995652,1874502,3262477,1353471,1664480,1241248,2016044,5732468,7061253,7790338,8206,67,455,189,62,211,77,146,224,606,64,2356,3749,99,55,3,7,23,96515,28276,1624,96,123596,86468,85343,4007,316,0,0,1576234,bk16@cb.nyc.gov,www.nyc.gov/brooklyncb16,"American Community Survey 2012-2016 5-Year Estimates for PUMA 4007, which is an approximation of Brooklyn CD 16","Broadway Junction, Brownsville, Ocean Hill",Health care services,"Commercial development (retail mix, small business and MBWE support, etc.)",Affordable housing,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk16_statement_2018.pdf,,Brooklyn CD 16,Brooklyn Community District 16,,,,,,,,,0,0,0,0,21.1,1.2,1.5,74.2,2.1,0.6,0.3,1,0.2,1.2,0.5,1.4,1,2.2,40,2.5,1.6,3.3,2.1,4,2.8,4,2.5,4.2,2.4,4.2,2.5,4.1,2.6,5.2,3.5,3.8,4.3,3.6,3.5,3.9,4,3.5,3.7,4.1,4.4,0.1,13,0.1,12.2,0.5,9.9,21.2,23.3,1.2,28,0.1,23,0.2,23.1,0.8,9.6,1.1,30.2,0.008475133,0.045211399,0.028558463,0.053766673,0.093578207,0.038821849,0.047742575,0.035602937,0.057826548,0.164425397,0.202539173,0.223451647,11.8,11.2,12.58877,93.4,92.2,0.2,44.6,0.3,45.7,1.9,51.2,0.1,40.3,0.2,42,1.1,47,0.1,5.5,0.1,5.7,0.6,7.6,0.2,36.2,0.2,34.1,0.8,13.2,20.3,21.6,1.4,28.2,0.01,1.9,1188.4
,1.5,,FALSE,,,57066,0,0,0,24400,0,0,,61338614,358778,1340876,3504975,4418399,1250824,2215373,2219319,3187546,3509738,11360028,27359544,18260,65,202,233,15,259,64,197,305,1098,138,3743,11941,60,44,3,10,6,96515,28276,1968,96,138643,155252,165753,4010,317,0,0,613214,bk17@cb.nyc.gov,www.cb17brooklyn.org,"American Community Survey 2012-2016 5-Year Estimates for PUMA 4010, which is an approximation of Brooklyn CD 17","East Flatbush, Farragut, Flatbush, Northeast Flatbush, Remsen Village, Rugby, Erasmus",Senior services,Schools,Cultural facilities & programs,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk17_statement_2018.pdf,,Brooklyn CD 17,Brooklyn Community District 17,,,,,,,,,0,0,0,0,7.4,1.7,1.4,87.3,2.2,1.2,0.6,1.1,0.7,1.7,1,2.1,1.7,2.9,41,3.6,2.3,3.9,2.5,3.9,2.8,4.2,2.6,4.2,2.9,3.5,2.6,4.2,2.9,4.1,3.3,3.7,3.3,3.5,3.3,2.9,3.1,2.7,3.3,3.2,2.9,0.1,13,0.1,12.2,0.5,14.4,21.2,23.3,0.8,22.2,0.1,23,0.2,23.1,0.8,8.9,0.9,53.1,0.005849138,0.009997194,0.021860227,0.057141412,0.072032912,0.020392114,0.036117102,0.036181434,0.051966385,0.057219063,0.185201902,0.446041119,11.8,11.2,14.626822,93.4,95.8,0.2,44.6,0.3,45.7,2,49.3,0.1,40.3,0.2,42,0.8,46,0.1,5.5,0.1,5.7,0.4,5.7,0.2,36.2,0.2,34.1,1.1,22.3,20.3,21.6,1.1,19,-0.06,3.4,2153.2
,2.1,,FALSE,62988,70796,65392,23209,14954,7734,44947,4531,0,,204869858,1177780,3143109,79096889,6260102,2798260,5265844,8355730,2153575,5413576,9259321,77143760,35604,111,499,260,94,226,119,162,574,811,41,2384,30323,77,51,5,10,17,96515,28276,1827,96,208920,193543,194653,4009,318,83540,31115,4801912,bkbrd18@optonline.net,,"American Community Survey 2012-2016 5-Year Estimates for PUMA 4009, which is an approximation of Brooklyn CD 18","Bergen Beach, Canarsie, Flatlands, Georgetown, Marine Park, Mill Basin, Mill Island, Paerdegat Basin",Street conditions (roadway maintenance),Resiliency,Parks,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk18_statement_2018.pdf,,Brooklyn CD 18,Brooklyn Community District 18,0.4471,0.4911,0.4275,0.4787,0.753,0.786,0.5477,0.6065,2.811,2.649,5.337511132,3.815672505,8,1.7,4.4,63,23,1.3,0.5,0.9,0.5,1.2,0.9,1.9,1.3,2.7,42,3.9,2.8,3.9,3.3,4.1,3,3.7,3,3.8,2.8,3.2,2.7,3.5,3.1,3.7,3.4,3.7,3.4,3.2,3.5,3.5,3.4,3.2,3,3,2.9,0.1,13,0.1,12.2,0.4,13.3,21.2,23.3,0.5,23.1,0.1,23,0.2,23.1,0.6,14.5,0.8,40.5,0.005748918,0.023438841,0.015341979,0.386083584,0.030556481,0.01365872,0.025703361,0.040785551,0.010511917,0.026424463,0.045196112,0.376550073,11.8,11.2,9.498186,93.4,93.3,0.2,44.6,0.3,45.7,1.8,43.4,0.1,40.3,0.2,42,0.6,47,0.1,5.5,0.1,5.7,0.4,5.6,0.2,36.2,0.2,34.1,0.8,30.4,20.3,21.6,0.8,15,-0.01,8.5,5410.5
,1.7,,FALSE,37693,39665,84490,2688,1051,891,24420,328,0,,100422779,455513,3497352,8255068,4719329,8843163,10901245,7736343,5929879,8107664,19438638,19298073,19437,55,361,528,64,205,122,843,673,1645,188,6371,8382,63,57,6,18,13,96515,19371,1971,96,172468,191105,211220,4101,401,12237,3806,3240512,Qn01@cb.nyc.gov,www1.nyc.gov/site/queenscb1/index.page,"American Community Survey 2012-2016 5-Year Estimates for PUMA 4101, which is an approximation of Queens CD 1","Astoria, Astoria Heights, Queensbridge, Dutch Kills, Long Island City, Ravenswood, Rikers Island (BX), Steinway",Transit (buses & subways),Police-community relations,Affordable housing,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn01_statement_2018.pdf,,Queens CD 1,Queens Community District 1,0.3349,0.2439,0.386,0.411,0.614,0.423,0.1598,0.0935,0.151,0.143,0.977052599,0.65344422,27.2,2.9,15.9,6.3,47.8,1.2,0.5,1,0.7,1.3,0.9,1.6,1.2,2.2,43,2.4,2.1,2.8,2.3,3.1,3,3.3,3.3,3.1,3.6,4.3,4.7,6.2,6.3,7.1,6.8,3.8,3.6,1.8,2,1.8,2,1.8,1.9,2.3,2.5,0.1,13,0.1,13.7,0.6,12.3,21.2,20.5,0.6,14.5,0.1,23,0.2,28.9,0.9,24.8,1,40.4,0.004535953,0.032268695,0.034826282,0.082203142,0.046994607,0.088059334,0.108553509,0.077037731,0.059049143,0.080735308,0.193568015,0.192168283,11.8,9.1,12.989852,96.8,95.6,0.2,44.6,0.6,47.5,1.5,39.2,0.1,40.3,0.2,43,0.4,38,0.1,5.5,0.1,5,0.4,5.4,0.2,36.2,0.3,30.6,1,43.9,20.3,20.2,0.9,18.3,-0.1,6.2,3938
,1.8,,FALSE,111045,,55803,8498,705,3902,12113,170,0,,87751784,1311912,5588900,13723728,3322591,5720283,23134002,4475433,2800895,4695389,7538468,10366885,10790,53,405,495,52,139,124,938,423,651,194,2587,4729,76,41,3,7,18,96515,19371,986,96,139088,113200,109920,4109,402,9468,3785,5073298,qn02@cb.nyc.gov,www.nyc.gov/queenscb2,"American Community Survey 2012-2016 5-Year Estimates for PUMA 4109, which is an approximation of Queens CD 2","Blissville, Hunters Point, Long Island City, Sunnyside, Sunnyside Gardens, Woodside",Schools,Health care services,Affordable housing,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn02_statement_2018.pdf,,Queens CD 2,Queens Community District 2,0.1329,,0.3485,,0.646,,0.1666,,0.089,0.083,0.811565099,0.595243029,33.2,2.3,35.2,1.3,28.1,0.9,0.4,0.9,0.6,1.1,0.9,1.6,1.2,2.2,44,2.5,2.5,3,2.7,3.2,3.4,3.1,3.8,3.7,5,4.6,5.1,5.4,5.7,5.2,4.9,2.7,2.9,2.3,1.9,2,2.3,2.4,2.6,2.7,3,0.1,13,0.1,13.7,0.5,11.6,21.2,20.5,0.9,17.5,0.1,23,0.2,28.9,1.4,39.5,1,55.1,0.01495026,0.057814186,0.063689873,0.156392581,0.037863515,0.065187085,0.263629991,0.051001049,0.031918382,0.053507619,0.085906721,0.118138738,11.8,9.1,7.547115,96.8,93.5,0.2,44.6,0.6,47.5,1.7,44.2,0.1,40.3,0.2,43,0.5,38,0.1,5.5,0.1,5,0.3,3.7,0.2,36.2,0.3,30.6,1.2,38.1,20.3,20.2,1,20.4,0.03,5,3211.4
,1.6,,FALSE,,,52716,0,0,0,18893,0,0,,52665349,75005,1183837,995829,3431310,213682,187623,5545696,2430609,5029075,9806149,23151966,14685,25,232,138,27,146,19,30,469,759,197,3376,9267,70,31,4,10,15,96515,19371,1829,96,180562,171576,169083,4102,403,0,0,614568,communityboard3@nyc.rr.com,www.cb3qn.nyc.gov,"American Community Survey 2012-2016 5-Year Estimates for PUMA 4102, which is an approximation of Queens CD 3","East Elmhurst, Jackson Heights, North Corona",Senior services,Schools,Affordable housing,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn03_statement_2018.pdf,,Queens CD 3,Queens Community District 3,,,,,,,,,0,0,0.010889522,0,66.7,1.5,16.9,4.8,10,1,0.4,1,0.5,1,0.9,1.7,1.2,2.1,45,2.5,2,2.5,3,3,3.2,3.4,3.9,3.2,4.2,3.5,4.2,3.9,5.3,4.3,5,3.8,3.9,2.6,2.7,2.6,2.8,3,3.1,3.4,3.7,0.1,13,0.1,13.7,0.6,11.3,21.2,20.5,0.8,21.7,0.1,23,0.2,28.9,1.1,47.7,1,60,0.001424181,0.011669305,0.02247848,0.018908619,0.065153086,0.004057355,0.003562551,0.10530066,0.046151958,0.095491155,0.186197361,0.43960529,11.8,9.1,10.079284,96.8,94.8,0.2,44.6,0.6,47.5,1.9,53.7,0.1,40.3,0.2,43,0.7,41,0.1,5.5,0.1,5,0.4,4.3,0.2,36.2,0.3,30.6,0.9,19.9,20.3,20.2,1,25.4,0.01,3,1905.3
,1.8,,FALSE,,,52627,0,0,0,14600,0,0,,42387581,32702,844325,1163870,2921111,1089268,880401,2990643,2955527,4785213,12119382,12024933,11913,18,231,169,24,129,41,71,411,791,188,4854,4986,76,35,2,6,12,96515,19371,1344,96,142289,172598,167005,4107,404,0,0,580206,qn04@cb.nyc.gov,www1.nyc.gov/site/queenscb4/index.page,"American Community Survey 2012-2016 5-Year Estimates for PUMA 4107, which is an approximation of Queens CD 4","Corona, Corona Heights, Elmhurst, Lefrak City",Youth and children’s services,Neighborhood preservation (development trends),Affordable housing,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn04_statement_2018.pdf,,Queens CD 4,Queens Community District 4,,,,,,,,,0.001,0,0.001137545,0,50.7,1.9,33.2,7.9,6.3,0.9,0.4,0.9,0.5,1.3,0.8,1.5,1.1,2.3,46,2.8,2.4,3.1,3.1,2.7,3.1,2.9,3.5,3.9,4.2,3.8,4.4,4.2,4.5,3.7,4.7,3.2,3.9,2.4,2.8,2.6,2.9,2.8,3.4,3.5,4,0.1,13,0.1,13.7,0.7,11.6,21.2,20.5,0.9,22.3,0.1,23,0.2,28.9,1.3,52,1.2,62.7,0.0007715,0.013688113,0.01991916,0.027457807,0.068914312,0.02569781,0.020770258,0.070554699,0.069726248,0.112891863,0.285918227,0.283690003,11.8,9.1,10.227701,96.8,94.8,0.2,44.6,0.6,47.5,2.1,56,0.1,40.3,0.2,43,0.8,43,0.1,5.5,0.1,5,0.5,3.9,0.2,36.2,0.3,30.6,1.1,21.3,20.3,20.2,1.3,27.1,0.03,2.4,1506.8
,1.8,,FALSE,51629,,66031,0,25,0,41562,12,0,,158814603,888380,2620893,56197227,3777364,2775189,15306140,4745098,4726383,759626,15838701,50017095,31463,82,477,505,90,170,99,593,359,1776,15,5890,21407,73,42,4,5,12,96515,19371,1268,96,174240,169190,165911,4110,405,3,0,1162507,qnscb5@nyc.rr.com,www.nyc.gov/qnscb5,"American Community Survey 2012-2016 5-Year Estimates for PUMA 4110, which is an approximation of Queens CD 5","Glendale, Maspeth, Middle Village, Ridgewood",Traffic,Street flooding,Emergency response,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn05_statement_2018.pdf,,Queens CD 5,Queens Community District 5,0.5268,,0.6431,,0.786,,0.2835,,0,0,0.1333822,0.059700952,35.8,1.3,8.4,1.5,53.1,1.2,0.6,1.1,0.5,1.3,0.9,1.4,1.3,2.2,47,3.1,2.7,3.5,3.4,3.4,3.4,3.5,3.5,3.3,3.6,4.1,3.9,4.3,3.8,4,4.1,3.2,3.5,2.6,2.9,3.1,2.5,2.9,3.2,2.9,3.1,0.1,13,0.1,13.7,0.5,12.5,21.2,20.5,0.7,21.2,0.1,23,0.2,28.9,0.8,22.9,1,38.9,0.005593818,0.0073199,0.016502846,0.35385428,0.02378474,0.017474394,0.096377409,0.029878222,0.02976038,0.004783099,0.09973076,0.314940151,11.8,9.1,8.014425,96.8,97.3,0.2,44.6,0.6,47.5,1.7,42.8,0.1,40.3,0.2,43,0.6,40,0.1,5.5,0.1,5,0.3,4.2,0.2,36.2,0.3,30.6,0.8,26.2,20.3,20.2,0.8,18.6,0.02,7.5,4829.4
,2.4,,FALSE,30098,,55602,0,0,0,14470,0,0,,52318253,13312,403474,1042134,3354918,1778091,92325,3784357,3025529,10147928,2698986,25449701,10339,6,155,116,13,96,41,3,284,332,310,523,8460,75,21,3,7,5,96515,19371,614,96,114637,113257,115967,4108,406,2059,0,527498,qn06@cb.nyc.gov,www1.nyc.gov/site/queenscb6/index.page,"American Community Survey 2012-2016 5-Year Estimates for PUMA 4108, which is an approximation of Queens CD 6","Forest Hills, Forest Hills Gardens, Rego Park",Transit (buses & subways),Senior services,Schools,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn06_statement_2018.pdf,,Queens CD 6,Queens Community District 6,0.326,,0.3804,,0.503,,0.1797,,0,0,0.028237079,0.008301143,15.7,3.1,27.2,2.9,51.2,2.3,0.9,1.7,1,1.9,1.3,2.2,1.6,2.9,48,3.6,2.9,3.8,3.7,3.4,3.2,3.5,3.4,4.1,3.6,4.5,3.9,4.4,4,3.6,3.4,1.8,2.1,1.8,1.5,1.9,2,2.5,2.6,3.2,3.2,0.1,13,0.1,13.7,0.7,18.3,21.2,20.5,0.8,17.6,0.1,23,0.2,28.9,1.3,25.9,1.2,50.5,0.000254443,0.010082485,0.007711917,0.019919128,0.064125192,0.033986055,0.00176468,0.072333398,0.05782932,0.193965345,0.051587846,0.486440191,11.8,9.1,5.406633,96.8,97.7,0.2,44.6,0.6,47.5,2.6,44.9,0.1,40.3,0.2,43,0.6,42,0.1,5.5,0.1,5,0.5,3.7,0.2,36.2,0.3,30.6,1.4,54.8,20.3,20.2,1,16.3,-0.02,3,1898.2
,2.3,,FALSE,48054,53264,94225,1902,965,123,48642,199,0,,292451153,1561655,4854814,32996589,16531395,3184251,12255126,13099212,6420333,13304886,18557937,100993978,34754,92,848,459,129,322,83,432,904,1229,283,2964,27009,79,41,9,15,27,96515,19371,1780,96,250162,247354,242952,4103,407,11697,2825,68690977,qn07@cb.nyc.gov,www.nyc.gov/queenscb7,"American Community Survey 2012-2016 5-Year Estimates for PUMA 4103, which is an approximation of Queens CD 7","Auburndale, Bay Terrace, Beechhurst, Clearview, College Point, Downtown Flushing, East Flushing, Flushing, Malba, Murray Hill, Queensboro Hill, Waldheim, Whitestone",Traffic,Street conditions (roadway maintenance),"Commercial development (retail mix, small business and MBWE support, etc.)",http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn07_statement_2018.pdf,,Queens CD 7,Queens Community District 7,0.1924,0.3903,0.5415,0.549,0.463,0.633,0.4131,0.4528,0.411,0.371,3.980701408,3.769444039,17.6,2.5,52.1,2.1,25.6,2,0.9,1.5,1.1,1.8,1.3,2,1.9,2.8,49,3.5,3,4,3.5,4,4,3.8,3.7,3.8,2.9,3.2,3.4,3.5,3.3,3.7,3.9,3.1,2.8,2.1,2.5,2.2,2.3,2.4,2.4,2.7,2.7,0.1,13,0.1,13.7,0.5,17.5,21.2,20.5,0.6,17.6,0.1,23,0.2,28.9,1,49.1,0.8,57.2,0.005339883,0.234880172,0.016600427,0.112827693,0.05652703,0.010888147,0.041904865,0.044791111,0.021953523,0.045494387,0.063456536,0.345336228,11.8,9.1,7.653031,96.8,98.2,0.2,44.6,0.6,47.5,1.6,55.4,0.1,40.3,0.2,43,0.7,41,0.1,5.5,0.1,5,0.3,3.5,0.2,36.2,0.3,30.6,0.9,27.4,20.3,20.2,1,25.2,0.02,11.8,7539.8
,2.2,,FALSE,,,56704,0,0,0,30129,0,0,,151686412,35479,469720,28446091,16606492,502862,86943,4636969,1769311,10966588,22519060,64578070,19397,11,211,89,31,175,33,13,321,310,128,1140,16935,64,44,6,8,17,96515,19371,1071,96,162548,151107,146594,4106,408,0,0,1068827,qn08@cb.nyc.gov,www1.nyc.gov/site/queenscb8/index.page,"American Community Survey 2012-2016 5-Year Estimates for PUMA 4106, which is an approximation of Queens CD 8","Briarwood, Fresh Meadows, Hillcrest, Holliswood, Jamaica, Jamaica Estates, Jamaica Hills, Kew Gardens Hills, Pomonok, Utopia",Street flooding,Street conditions (roadway maintenance),Parks,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn08_statement_2018.pdf,,Queens CD 8,Queens Community District 8,,,,,,,,,0.682,0.021,0.682096746,0.021041342,18.6,4.4,33.9,11.4,31.6,1.4,0.8,1.1,0.8,1.1,1,1.6,1.5,2.7,50,3.5,2.8,3.8,3.4,3.8,3.3,3.4,2.8,3.4,3.4,3.4,2.7,3.6,3.5,4.2,3.4,3.8,3.8,3.3,3.2,2.6,2.6,2.6,2.8,3.5,3.3,0.1,13,0.1,13.7,0.6,14.1,21.2,20.5,0.9,20.5,0.1,23,0.2,28.9,1.4,27,1.1,47.2,0.000233897,0.007046294,0.003096652,0.187532229,0.109479101,0.003315142,0.000573176,0.030569442,0.011664268,0.072297761,0.148457991,0.425734047,11.8,9.1,7.023903,96.8,97.8,0.2,44.6,0.6,47.5,2.5,48.3,0.1,40.3,0.2,43,0.9,43,0.1,5.5,0.1,5,0.6,5.7,0.2,36.2,0.3,30.6,1.2,40.3,20.3,20.2,1.3,22,0.03,7.4,4765.3
,1.7,,FALSE,,,45824,0,0,0,29458,0,0,,70076837,79245,1081090,1516122,3326236,2430556,2111205,3203951,3466671,2441911,7769630,41917103,20422,23,260,266,17,196,100,192,349,1284,96,2302,15337,71,31,2,9,4,96515,19371,916,96,154987,143317,141608,4111,409,0,0,733117,communitybd9@nyc.rr.com,www1.nyc.gov/site/queenscb9/index.page,"American Community Survey 2012-2016 5-Year Estimates for PUMA 4111, which is an approximation of Queens CD 9","Kew Gardens, Ozone Park, Richmond Hill, Woodhaven",Senior services,Schools,Affordable housing,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn09_statement_2018.pdf,,Queens CD 9,Queens Community District 9,,,,,,,,,0,0,0,0,41.8,8.1,26.3,5.8,17.9,0.9,0.3,0.6,0.5,1,0.8,1.4,1.1,2.2,51,2.8,2.7,3.5,3.1,3.4,3.4,3.8,3.7,3.7,3.3,3.4,3.5,3.6,3.9,4.1,4.2,4,4.1,3.2,3.4,2.9,3.2,2.8,3.3,3.3,3.3,0.1,13,0.1,13.7,0.5,10.4,21.2,20.5,0.7,22.9,0.1,23,0.2,28.9,0.9,25.7,1,50.9,0.00113083,0.010461617,0.015427209,0.021635137,0.047465556,0.034684157,0.030127002,0.045720542,0.04946957,0.034846193,0.110873012,0.598159175,11.8,9.1,7.364655,96.8,95,0.2,44.6,0.6,47.5,2.2,48.3,0.1,40.3,0.2,43,0.6,45,0.1,5.5,0.1,5,0.4,5.2,0.2,36.2,0.3,30.6,0.8,26.1,20.3,20.2,0.9,21.9,0.01,3.8,2459.8
,2.1,,FALSE,72304,78133,39155,6905,6033,4099,35763,4068,0,,119683989,148135,1171755,17165823,2949494,1360258,681955,3656269,1962591,1417851,5992450,65384283,25174,41,936,264,133,118,145,62,399,804,15,976,21281,58,31,4,5,16,96515,19371,1258,96,137073,122396,127274,4113,410,20587,11919,17793125,cb10qns@nyc.rr.com,www.nyc.gov/html/qnscb10,"American Community Survey 2012-2016 5-Year Estimates for PUMA 4113, which is an approximation of Queens CD 10","Howard Beach, Lindenwood, Old Howard Beach, Ozone Park, South Ozone Park",Street conditions (roadway maintenance),Resiliency,"Quality of life issues (noise, graffiti, petty crime, etc.)",http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn10_statement_2018.pdf,,Queens CD 10,Queens Community District 10,0.3236,0.3578,0.3912,0.2716,0.549,0.541,0.6745,0.7558,0.254,0.011,1.676424947,1.455476688,25.7,16.6,21,15.1,21.6,1.2,0.6,0.8,0.5,1.3,1.1,1.6,1.2,2.3,52,2.8,3,3.7,3.4,4.2,4,3.8,3.6,3.7,3.4,3.2,3.6,3.2,3,3.6,3.7,4,3.8,2.9,3.2,3.1,3.4,2.8,2.7,2.9,2.8,0.1,13,0.1,13.7,0.7,12.6,21.2,20.5,0.9,21.4,0.1,23,0.2,28.9,0.8,13,1.2,45.4,0.001237718,0.148667547,0.009790407,0.143426227,0.024644015,0.011365413,0.005697963,0.030549358,0.016398108,0.011846622,0.050068936,0.546307685,11.8,9.1,9.70554,96.8,97.2,0.2,44.6,0.6,47.5,3.3,50.8,0.1,40.3,0.2,43,0.8,45,0.1,5.5,0.1,5,0.6,6.5,0.2,36.2,0.3,30.6,1.1,20.7,20.3,20.2,0.9,18.9,-0.04,6.1,3934.7
